Role,Dialogue
사기범,"아 그럼 일단은요, 뭐 저도 아까 뭐 어느 정도 엎어드린거 있어서 일단은 좀 뭐 사과 좀 드리는데 어 고객님 이거는요. 제가 말씀 드리는 건 이제 솔직히 말씀 드리면은 이제 김상도 대리도 저희 쪽에 지점 이제 직원이잖아요. 지점 직원인데 이제 고객님이랑 이제 뭐 이렇게 좀 어 좀 부정 거래가 있으셔가지고 이제 저도 좀 이제 담당자한테도 좀 화가 나고 이제 고객님 안내를 좀 해드릴려고 이렇게 말씀을 드릴려고 처음에 전화를 드린 건데. 이제 고객님께서는 이제 요 부분에 대해서 솔직히 말씀 드리면 저는 이제 담당자도 솔직히 걱정은 되잖아요. 이제 뭐 저희 쪽 지점에서 근무하고 있는 직원인데 뭐 퇴사까지 뭐 다 위기에 처해 있는데 이제 고객님께서는 이제 어 이제 대출 자금 쪽에 있어서 고객님께서는 이제 무조건 지금 이제 물론 이제 대출 자금이 지금 중요하신 거 맞으신 데 이제 이 부분에서 일단은 이게 본사 건으로 올라가게 되면 저희 쪽 지점 이미지도 저희가 나빠지잖아요. 네 그렇기 때문에 이제 저는 이제 고객님 최대한 좀 도움 좀 드리는 방면으로 좀 어떻게 좀 해드릴려고 연락을 드렸던 건데 이게 고객님하고 이제 좀 고객님께서는 이제 계속 이제 자금적으로 얘기만 좀 해 주시니까. 이거 좀 어떻게 좀 해결을 해야 되는데 이거를 어떻게든지 해결을 해야지 고객님도 자금을 정확하게 좀 받아 가시고 이제 담당자도 조금 이제 어차피 담당자는 일단은 어 그냥 지금 금융사 직원이라는 게 이제 일단 그런 부분에서 이제 다 알고 있으면서도 진행했기 때문에 저희 쪽 지점 내에서는 본사 건으로 안 올라가게, 지점 내에서는 감봉 정도는 당할거에요. 네 네 그 부분에서, 이제 고객님 요거는 제가 이제 안내를 좀 해드리면 요거는 고객님께서 이제 좀 이제 부장납부 건으로 본사 건으로 안 올라가실려면은 요거는 일단 서류는 일단 아직 본사로 안 넘긴 상태에요. 네 이 부분에서 요거는 이제 고객님께서 이제 지금 이체 카드 증액되신 부분은 이제 고객님이 이제 뭐 이거 납부해주신 거잖아요. 요 이체 카드 증액되신 부분을 이거 뭐 지금 뭐 해당 법무사님 쪽에서는 이미 이제 지금 이제 납부 건 두건으로 다 알고계시잖아요. 근데 일단 제가 요거 확인 중에 있다고 일단은 딜레이를 시켜놓은 건데 이체 카드 증액 부분을 요거 이체 카드를 새로 발행을 받으셔가지고요. 고객님 지금 부정납부 건으로 올라가셨기 때문에 요거는 제가 어떻게 어떻게 말을 해도 지금 이제 제가 덮어 드릴 수 있는 부분이 아니시잖아요. 그렇기 때문에 요거는 이체 카드 재발행을 받으셔가지고 고객님께서 요거 부정 거래 없으셨던 걸로 좀 만드신 다음에 요거 지금 담당자랑 고객님이랑 요거 지금 이체 카드 발행하셨던 400만원 건 있으시죠. 요거는 저희 쪽 자금 수령하실 때 같이 이제 환급으로 좀 포함시켜 가지고 지금 원래 저희 쪽 자금 나가셔야 될 금액이 이천 칠백만원 있잖아요?　이천 칠백만 원 나가셔야 되는데 요거 지금 고객님께서 처리해 주셨던 사 백만원건 까지 하셔서 삼 천백만원 건으로 저 좀 송금 받으시면 되시는 거예요."
피해자,이천칠백아닌가?
사기범,그러면 어떤 거요?
피해자,삼천 백만원이라며 이천 칠백만원인데.
사기범,이천 칠백만원 대출 자금이 신데 요거 지금 담당자랑 고객님이랑 요거 지금 이체 카드 증액되신 부분 요거 부정 납부하신 거 있으시죠. 요거까지 환급을 받으셔야 될 거 아니에요. 사실 자금은 대출 시점 실행 자금 이천 칠백만 원인데 지금 이제 고객님한테 총 납부 좀 고객님 요거 이체 카드 증액되신 부분까지 이제 부정 납부하신 거 환급 받으시는 거까지 삼천 백만원 나가신다고요.
피해자,얼마라고요? 더 된다 이 말이에요?
사기범,어떤 거요?
피해자,사백만원 더 내야되요 그러면?
사기범,"고객님 요거는 제가 깔끔하게 좀 처리를 해주실려면은 이체 카드 증액되신 부분 사 백만원건이나 저 재발행 처리해 주시는 게 맞으신데요. 네, 이 부분은 고객님께서 이제 고객님도 아시겠지만요. 고객님 저도 확인했지만 요거 대출 진행하시면 좀 힘드셨잖아요. 그러시니까. 요건 고객님 담당자가 대납해 주신 건있으시죠? 요건만 처리를 해주세요. 그러시면은 요거는 고객님 제가 재발행 처리 부서에 제가 내려가서 결제 부서에 재발행 이체 카드를 다시 재발행을 처리한 다음에 고객님이 좀 전액 처리한 걸로 재발행 처리할 테니까 그러시면은 어차피 요거 고객님 고객님 거주지역이나 요런 것 좀 문제될 게 없잖아요. 처리 고객님께 다시 하시면"
피해자,네네
사기범,그러시니까 요거 담당자가 대납해 준 것만 처리해 주시고 요거 그러시면은 부정납부 건 없던 걸로 해당 법무사님한테 보고를 드린 다음에 이체 카드 재발행한 걸로 제가 보고를 드릴게요　그러면.
피해자,그럼 백 오십만원 더 내야 하는 거네요 그러면?
사기범,"그렇죠. 담당자가 대납해 준 건만 요거 재발행 처리하시고, 고객님 담당자 꺼 요거 지금 부정납부 건이 좀 잡혀계신 거잖아요. 이 부분은 이제 환급은 고객님한테 되실 거예요."
피해자,어떡하지 근데 돈이 없는데?
사기범,아 고객님 근데 뭐 제가 요거 이선에 최소한에 덮어 드릴 수 있는 부분은 지금 담당 거 고객님 요거 부정 거래있으신 건 고객님께 처리해 주셔야지만 요거 덮어 드릴 수가 있는 거고 그렇게 안 되실 경우 에는 뭐 저희 쪽에서 어떻게 뭐 해결을 해드릴 수가 없어요 고객님.
피해자,일단 이따가 네가 다시 한번 전화 드리던가 할게요.
사기점,"요거 거 언제까지 가능하신데요? 요거는 서류 자체를 재작성을 해야지만 처벌 안되시는 거고 담당자는 어차피 지점 내에서 요거 감봉 건이든 진급누락이든 처해 질 거예요. 근데 이제 일단은 우선적으로는 저희 고객님이신, 고객님 그 대출 자금이 더 중요한거니까. 요거는 고객님께서 확실히 좀 어 제가 언제까지 좀 보류를 시켜드려야 되는지, 해당 법무팀한테 법무팀만 저도 말을 해야 될 거 아니에요. 확인 중에 있다. 아니면 뭐 어떻게 될 거 다 이렇게 말씀을 드려야 되기 때문에 해당 법무사 님이 본사 건으로 바로 요청해 버리면 요건은 어쩔 수 없이 제가 덮어드릴 수가 없어요."
피해자,그럼 최대한 빨리 구해보던가 할게요.
사기범,"그러면, 요 점심까지 제가 일단 열두 시까지만 일단 어떻게 좀 딜레이 시켜 놓을 테니까 요거 담당 통해 갖고 통화하신다면 저한테 바로 연락 좀 주세요 고객님."
피해자,"점심시간 한시까지에요, 한시반까지에요?"
사기범,점심시간 한시 반까지 고객님
피해자,알겠습니다. 일단 알겠습니다.
사기범,네 네
